ENSEMBL	SYMBOL	ENTREZID
ENSG00000277654	ENST00000618611	
ENSG00000277654	ENST00000621842	
ENSG00000277655	ENST00000614199	
ENSG00000277661	ENST00000610326	
ENSG00000277661	ENST00000623334	
ENSG00000277661	ENST00000623946	
ENSG00000277662	ENST00000614652	
ENSG00000277668	ENST00000621608	
ENSG00000277669	ENST00000449759	
ENSG00000277670	ENST00000620434	
ENSG00000277671	ENST00000618423	
ENSG00000277672	ENST00000611325	
ENSG00000277673	ENST00000618696	
ENSG00000277675	ENST00000616609	
ENSG00000277677	ENST00000613708	
ENSG00000277678	ENST00000621562	
ENSG00000277681	MIR6739	NA
ENSG00000277684	ENST00000613946	
ENSG00000277687	ENST00000613826	
ENSG00000277688	ENST00000619099	
ENSG00000277689	ENST00000615474	
ENSG00000277690	ENST00000359859	
ENSG00000277692	ENST00000612444	
ENSG00000277693	ENST00000616952	
ENSG00000277693	ENST00000622592	
ENSG00000277694	ENST00000619311	
ENSG00000277695	ENST00000615968	
ENSG00000277697	ENST00000620059	
ENSG00000277698	MIR6770-2	NA
ENSG00000277701	ENST00000612307	
ENSG00000277701	ENST00000613749	
ENSG00000277701	ENST00000618066	
ENSG00000277701	ENST00000619371	
ENSG00000277701	ENST00000621110	
ENSG00000277701	ENST00000622367	
ENSG00000277702	ENST00000622095	
ENSG00000277704	ENST00000620291	
ENSG00000277705	ENST00000620115	
ENSG00000277708	PGBD4P2	NA
ENSG00000277710	NBEAP5	NA
ENSG00000277711	ENST00000611241	
ENSG00000277713	MIR6856	NA
ENSG00000277715	ENST00000611145	
ENSG00000277717	ENST00000619194	
ENSG00000277718	LINC02255	NA
ENSG00000277720	ENST00000611953	
ENSG00000277721	ENST00000616060	
ENSG00000277723	MIR6827	NA
ENSG00000277726	ENST00000611136	
ENSG00000277726	ENST00000612542	
ENSG00000277726	ENST00000614757	
ENSG00000277726	ENST00000620028	
ENSG00000277726	ENST00000622108	
ENSG00000277728	ENST00000613523	
ENSG00000277732	ENST00000613742	
ENSG00000277734	TRAC	NA
ENSG00000277737	ENST00000539936	
ENSG00000277738	ENST00000617041	
ENSG00000277739	RNA5-8SN1	NA
ENSG00000277739	RNA5-8SN2	NA
ENSG00000277739	RNA5-8SN3	NA
ENSG00000277739	RNA5-8SN4	NA
ENSG00000277740	ENST00000614579	
ENSG00000277741	GOLGA6L17P	NA
ENSG00000277743	ENST00000614206	
ENSG00000277744	ENST00000616866	
ENSG00000277745	H2AFB3	83740
ENSG00000277746	ENST00000611053	
ENSG00000277747	ENST00000615272	
ENSG00000277748	ENST00000613498	
ENSG00000277749	ENST00000611006	
ENSG00000277752	ENST00000615567	
ENSG00000277754	ENST00000384034	
ENSG00000277755	ENST00000622154	
ENSG00000277757	ENST00000599308	
ENSG00000277757	ENST00000602156	
ENSG00000277757	ENST00000625472	
ENSG00000277758	ENST00000615923	
ENSG00000277758	ENST00000622861	
ENSG00000277758	ENST00000623662	
ENSG00000277759	MIR6719	NA
ENSG00000277762	RN7SL261P	NA
ENSG00000277763	ENST00000614633	
ENSG00000277764	ENST00000622578	
ENSG00000277766	ENST00000612686	
ENSG00000277767	ENST00000620246	
ENSG00000277769	RBM22P4	NA
ENSG00000277770	ENST00000611162	
ENSG00000277771	ENST00000621807	
ENSG00000277774	RN7SL763P	NA
ENSG00000277775	HIST1H3F	8968
ENSG00000277777	ENST00000610788	
ENSG00000277778	PGM5P2	NA
ENSG00000277782	ENST00000620635	
ENSG00000277784	MIR6786	NA
ENSG00000277785	SNORD116-21	NA
ENSG00000277790	ENST00000615568	
ENSG00000277791	PSMB3	5691
ENSG00000277794	ENST00000614020	
ENSG00000277795	ENST00000616254	
ENSG00000277797	ENST00000614959	
ENSG00000277801	ENST00000612252	
ENSG00000277803	ENST00000619919	
ENSG00000277806	ENST00000616184	
ENSG00000277809	ENST00000615706	
ENSG00000277817	MIR6738	NA
ENSG00000277818	ENST00000364639	
ENSG00000277825	ENST00000621050	
ENSG00000277826	ENST00000612659	
ENSG00000277828	ENST00000621202	
ENSG00000277829	ENST00000620019	
ENSG00000277830	ENST00000615787	
ENSG00000277831	ENST00000613838	
ENSG00000277837	ENST00000620778	
ENSG00000277840	ENST00000614934	
ENSG00000277841	MIR5701-2	NA
ENSG00000277842	MIR6811	NA
ENSG00000277846	SNORD30	9299
ENSG00000277851	LINC02391	NA
ENSG00000277852	ENST00000613463	
ENSG00000277855	ENST00000613067	
ENSG00000277858	H2AFB2	474381
ENSG00000277859	ENST00000619886	
ENSG00000277862	PRAMEF34P	NA
ENSG00000277863	ENST00000615702	
ENSG00000277864	SCARNA15	NA
ENSG00000277865	GOLGA6L22	440243
ENSG00000277866	ENST00000620114	
ENSG00000277867	ENST00000612222	
ENSG00000277869	ENST00000614065	
ENSG00000277870	FAM230A	NA
ENSG00000277872	MIR6817	NA
ENSG00000277873	ENST00000613236	
ENSG00000277876	ENST00000616451	
ENSG00000277878	ENST00000614250	
ENSG00000277879	ENST00000614747	
ENSG00000277880	TRBV17	NA
ENSG00000277881	ENST00000618350	
ENSG00000277882	ENST00000612578	
ENSG00000277883	NLRP3P1	NA
ENSG00000277887	SNORA50C	NA
ENSG00000277888	MIR6846	NA
ENSG00000277889	MIR8081	NA
ENSG00000277892	MIR6746	NA
ENSG00000277893	SRD5A2	6716
ENSG00000277895	ENST00000610945	
ENSG00000277899	MLECP1	NA
ENSG00000277900	ENST00000619127	
ENSG00000277901	ENST00000610918	
ENSG00000277903	ENST00000611544	
ENSG00000277904	MIR7850	NA
ENSG00000277907	ENST00000613682	
ENSG00000277911	ENST00000613270	
ENSG00000277912	MIR8089	NA
ENSG00000277913	ENST00000614667	
ENSG00000277914	DDX6P2	NA
ENSG00000277916	ENST00000611385	
ENSG00000277918	ENST00000610976	
ENSG00000277919	MIR8067	NA
ENSG00000277920	ENST00000620593	
ENSG00000277922	ENST00000618701	
ENSG00000277925	ENST00000363312	
ENSG00000277930	ENST00000618284	
ENSG00000277930	ENST00000622595	
ENSG00000277932	OR52E5	NA
ENSG00000277935	ENST00000621825	
ENSG00000277938	ENST00000613361	
ENSG00000277941	ENST00000618919	
ENSG00000277942	MIR8075	NA
ENSG00000277945	ENST00000615897	
ENSG00000277946	RN7SL478P	NA
ENSG00000277947	SNORD3D	NA
ENSG00000277948	ENST00000612082	
ENSG00000277950	ENST00000619837	
ENSG00000277952	ENST00000622868	
ENSG00000277954	ENST00000622621	
ENSG00000277957	SENP3-EIF4A1	NA
ENSG00000277958	ENST00000619772	
ENSG00000277959	ENST00000614406	
ENSG00000277965	ENST00000621099	
ENSG00000277966	ENST00000620901	
ENSG00000277967	ENST00000615977	
ENSG00000277968	ENST00000611334	
ENSG00000277969	ENST00000612330	
ENSG00000277971	ENST00000429594	
ENSG00000277972	CISD3	284106
ENSG00000277973	ENST00000615812	
ENSG00000277975	CSTP2	NA
ENSG00000277977	ENST00000620439	
ENSG00000277978	ENST00000612427	
ENSG00000277979	ENST00000613427	
ENSG00000277981	ENST00000615610	
ENSG00000277984	ENST00000620602	
ENSG00000277985	SNORA67	26781
ENSG00000277986	ENST00000617137	
ENSG00000277987	LINC02351	NA
ENSG00000277988	FAM30B	NA
ENSG00000277991	ENST00000623190	
ENSG00000277991	ENST00000623374	
ENSG00000277991	ENST00000623637	
ENSG00000277991	ENST00000623643	
ENSG00000277991	ENST00000623783	
ENSG00000277991	ENST00000623797	
ENSG00000277991	ENST00000624633	
ENSG00000277991	ENST00000625005	
ENSG00000277994	ENST00000611352	
ENSG00000277997	ENST00000619113	
ENSG00000277998	ENST00000613695	
ENSG00000277999	ENST00000622268	
ENSG00000278000	ENST00000616901	
ENSG00000278001	ENST00000617375	
ENSG00000278002	ENST00000618845	
ENSG00000278004	ENST00000616452	
ENSG00000278007	ENST00000619020	
ENSG00000278008	PPP1R26P4	NA
ENSG00000278009	ENST00000614802	
ENSG00000278010	ENST00000612617	
ENSG00000278011	ENST00000612250	
ENSG00000278012	ENST00000616850	
ENSG00000278013	ENST00000621893	
ENSG00000278017	ENST00000612025	
ENSG00000278020	ENST00000620092	
ENSG00000278022	ENST00000618697	
ENSG00000278023	RDM1	201299
ENSG00000278026	ENST00000610449	
ENSG00000278028	ENST00000616655	
ENSG00000278030	TRBV7-9	NA
ENSG00000278034	MIR6731	NA
ENSG00000278035	ENST00000619558	
ENSG00000278038	MIR6076	NA
ENSG00000278039	ENST00000618930	
ENSG00000278040	ENST00000615099	
ENSG00000278041	ENST00000622757	
ENSG00000278044	ENST00000621762	
ENSG00000278045	ENST00000613262	
ENSG00000278048	ENST00000613119	
ENSG00000278050	ENST00000620525	
ENSG00000278052	ENST00000620598	
ENSG00000278053	DDX52	11056
ENSG00000278054	ENST00000614301	
ENSG00000278055	ENST00000616328	
ENSG00000278057	TEX28	1527
ENSG00000278058	ENST00000615570	
ENSG00000278060	ENST00000615411	
ENSG00000278068	ENST00000618497	
ENSG00000278069	MIR6072	NA
ENSG00000278071	ENST00000618272	
ENSG00000278072	ENST00000610969	
ENSG00000278073	MIR6726	NA
ENSG00000278075	ENST00000618070	
ENSG00000278077	ENST00000616876	
ENSG00000278078	ENST00000622398	
ENSG00000278080	SPDYE15P	NA
ENSG00000278083	ENST00000614456	
ENSG00000278084	ENST00000618674	
ENSG00000278085	CT45A8	102723737
ENSG00000278089	SNORD115-7	NA
ENSG00000278090	ENST00000611654	
ENSG00000278095	ENST00000621404	
ENSG00000278097	ENST00000578447	
ENSG00000278098	MIR7973-1	NA
ENSG00000278099	ENST00000617626	
ENSG00000278100	ENST00000612546	
ENSG00000278102	ENST00000618587	
ENSG00000278103	MIR8060	NA
ENSG00000278104	ENST00000610339	
ENSG00000278106	ENST00000612331	
ENSG00000278107	ENST00000622010	
ENSG00000278108	MIR6757	NA
ENSG00000278109	ENST00000616636	
ENSG00000278110	SUSD2P2	NA
ENSG00000278112	ENST00000615987	
ENSG00000278113	ENST00000612038	
ENSG00000278122	AQP7P5	NA
ENSG00000278123	SNORD116-28	NA
ENSG00000278124	RN7SL186P	NA
ENSG00000278126	ENST00000620274	
ENSG00000278128	ENST00000622029	
ENSG00000278129	ZNF8	7554
ENSG00000278130	ENST00000614278	
ENSG00000278131	ENST00000612102	
ENSG00000278133	ENST00000610813	
ENSG00000278133	ENST00000613584	
ENSG00000278134	ENST00000613971	
ENSG00000278135	ENST00000611454	
ENSG00000278138	CLUHP11	NA
ENSG00000278139	ENST00000540385	
ENSG00000278143	NF1P7	NA
ENSG00000278144	ENST00000620348	
ENSG00000278146	ENST00000612923	
ENSG00000278147	ENST00000613169	
ENSG00000278151	ENST00000612555	
ENSG00000278153	ENST00000611242	
ENSG00000278156	TSC22D1-AS1	NA
ENSG00000278158	ENST00000619053	
ENSG00000278159	MIR8062	NA
ENSG00000278160	ENST00000619819	
ENSG00000278171	ENST00000614601	
ENSG00000278172	ENST00000619339	
ENSG00000278175	GLIDR	NA
ENSG00000278177	ENST00000610286	
ENSG00000278180	ENST00000611115	
ENSG00000278181	ENST00000620221	
ENSG00000278182	ENST00000525886	
ENSG00000278184	NF1P11	NA
ENSG00000278188	ENST00000612550	
ENSG00000278189	RNA5-8SN1	NA
ENSG00000278189	RNA5-8SN2	NA
ENSG00000278189	RNA5-8SN3	NA
ENSG00000278189	RNA5-8SN4	NA
ENSG00000278192	ENST00000619370	
ENSG00000278193	ENST00000611632	
ENSG00000278195	SSTR3	6753
ENSG00000278196	IGLV2-8	NA
ENSG00000278197	ENST00000618453	
ENSG00000278200	LINC01971	NA
ENSG00000278202	ENST00000613086	
ENSG00000278204	MIR6857	NA
ENSG00000278205	ENST00000620607	
ENSG00000278206	ENST00000591892	
ENSG00000278212	ENST00000620700	
ENSG00000278213	CNTNAP3P5	NA
ENSG00000278214	LINC02139	NA
ENSG00000278215	ENST00000616637	
ENSG00000278217	ENST00000618249	
ENSG00000278218	ENST00000615595	
ENSG00000278221	MIR6511A2	NA
ENSG00000278222	RN7SL536P	NA
ENSG00000278223	MIR6783	NA
ENSG00000278224	PRICKLE4	29964
ENSG00000278226	ENST00000615776	
ENSG00000278231	ENST00000618168	
ENSG00000278233	RNA5-8SN1	NA
ENSG00000278233	RNA5-8SN2	NA
ENSG00000278233	RNA5-8SN3	NA
ENSG00000278233	RNA5-8SN4	NA
ENSG00000278234	ENST00000622185	
ENSG00000278236	ENST00000615087	
ENSG00000278237	ENST00000616308	
ENSG00000278238	ENST00000614364	
ENSG00000278239	ENST00000614316	
ENSG00000278242	RN7SL725P	NA
ENSG00000278249	SCARNA2	NA
ENSG00000278250	ENST00000617234	
ENSG00000278254	ENST00000612945	
ENSG00000278254	ENST00000613936	
ENSG00000278254	ENST00000614137	
ENSG00000278254	ENST00000614289	
ENSG00000278255	ENST00000613391	
ENSG00000278256	ENST00000621078	
ENSG00000278259	MYO19	80179
ENSG00000278261	SNORD1A	NA
ENSG00000278263	ENST00000622410	
ENSG00000278264	MIR6803	NA
ENSG00000278265	MIR6770-1	NA
ENSG00000278266	ENST00000617117	
ENSG00000278267	MIR6859-1	NA
ENSG00000278272	HIST1H3C	8352
ENSG00000278273	ENST00000615237	
ENSG00000278274	SNORA61	NA
ENSG00000278275	ENST00000619013	
ENSG00000278276	ENST00000611296	
ENSG00000278278	MIR6816	NA
ENSG00000278281	MIR7856	NA
ENSG00000278283	ENST00000612314	
ENSG00000278287	ENST00000610606	
ENSG00000278289	CT45A6	541465
ENSG00000278291	ENST00000610494	
ENSG00000278292	RFPL4AP6	NA
ENSG00000278299	TBC1D3C	414060
ENSG00000278301	GRAMD4P3	NA
ENSG00000278305	ENST00000622001	
ENSG00000278311	GGNBP2	79893
ENSG00000278313	ENST00000615883	
ENSG00000278317	ENST00000613393	
ENSG00000278318	ZNF229	7772
ENSG00000278319	ENST00000616908	
ENSG00000278324	ENST00000620853	
ENSG00000278328	MIR6802	NA
ENSG00000278330	ENST00000611482	
ENSG00000278330	ENST00000612024	
ENSG00000278331	RNU6-156P	NA
ENSG00000278332	ENST00000613415	
ENSG00000278333	ENST00000614988	
ENSG00000278334	ENST00000615604	
ENSG00000278337	ENST00000612362	
ENSG00000278338	VWA8-AS1	NA
ENSG00000278340	MIR6862-2	NA
ENSG00000278341	ENST00000616106	
ENSG00000278342	ENST00000497098	
ENSG00000278343	ENST00000612554	
ENSG00000278344	ENST00000615562	
ENSG00000278346	ENST00000612552	
ENSG00000278348	ENST00000616534	
ENSG00000278349	MIR6754	NA
ENSG00000278351	ENST00000619826	
ENSG00000278356	ENST00000619883	
ENSG00000278358	ENST00000617713	
ENSG00000278359	MIR7155	NA
ENSG00000278367	ENST00000615962	
ENSG00000278370	ENST00000621212	
ENSG00000278374	ENST00000621618	
ENSG00000278376	ENST00000610705	
ENSG00000278381	ENST00000613704	
ENSG00000278382	ENST00000615347	
ENSG00000278383	ENST00000611460	
ENSG00000278385	ENST00000622535	
ENSG00000278388	ENST00000617362	
ENSG00000278389	ENST00000617407	
ENSG00000278390	ENST00000615685	
ENSG00000278390	ENST00000616251	
ENSG00000278390	ENST00000619407	
ENSG00000278390	ENST00000620300	
ENSG00000278391	ENST00000614353	
ENSG00000278395	ENST00000612652	
ENSG00000278396	ENST00000622847	
ENSG00000278399	ENST00000611536	
ENSG00000278400	ENST00000617239	
ENSG00000278404	ENST00000617016	
ENSG00000278406	ENST00000613431	
ENSG00000278408	ENST00000611634	
ENSG00000278410	ENST00000621402	
ENSG00000278412	MIR6854	NA
ENSG00000278413	ENST00000617467	
ENSG00000278416	PMS2P2	NA
ENSG00000278418	MIR6512	NA
ENSG00000278419	ENST00000441377	
ENSG00000278420	MIR6819	NA
ENSG00000278421	ENST00000612917	
ENSG00000278422	RN7SL331P	NA
ENSG00000278424	ENST00000612027	
ENSG00000278428	ENST00000615967	
ENSG00000278431	ENST00000616257	
ENSG00000278433	MIR6070	NA
ENSG00000278434	ENST00000612995	
ENSG00000278438	MIR7849	NA
ENSG00000278441	ENST00000620111	
ENSG00000278445	ENST00000613439	
ENSG00000278446	ENST00000614131	
ENSG00000278447	MIR6781	NA
ENSG00000278449	MIR6892	NA
ENSG00000278454	ENST00000611506	
ENSG00000278455	ENST00000611420	
ENSG00000278456	ENST00000615211	
ENSG00000278459	ENST00000614219	
ENSG00000278462	ENST00000621879	
ENSG00000278463	HIST1H2AB	8335
ENSG00000278464	ENST00000613388	
ENSG00000278464	ENST00000619313	
ENSG00000278464	ENST00000619331	
ENSG00000278465	MIR6769B	NA
ENSG00000278467	ENST00000618397	
ENSG00000278469	ENST00000620330	
ENSG00000278472	ENST00000621925	
ENSG00000278473	IGHV3-41	NA
ENSG00000278475	ENST00000615731	
ENSG00000278477	ENST00000621360	
ENSG00000278478	ENST00000430032	
ENSG00000278480	ENST00000612442	
ENSG00000278482	ENST00000611709	
ENSG00000278483	MIR8087	NA
ENSG00000278484	ENST00000613871	
ENSG00000278485	ENST00000610731	
ENSG00000278486	YRDCP1	NA
ENSG00000278487	ENST00000614905	
ENSG00000278492	ENST00000619673	
ENSG00000278493	ENST00000622261	
ENSG00000278496	ENST00000619632	
ENSG00000278497	RN7SL759P	NA
ENSG00000278498	ENST00000616802	
ENSG00000278499	ENST00000614215	
ENSG00000278500	ENST00000468418	
ENSG00000278502	MIR6082	NA
ENSG00000278505	C17orf78	284099
ENSG00000278513	ENST00000620775	
ENSG00000278514	ENST00000620171	
ENSG00000278517	MIR6865	NA
ENSG00000278518	ENST00000622716	
ENSG00000278520	MIR7851	NA
ENSG00000278522	POTEB3	102724631
ENSG00000278523	ENST00000618813	
ENSG00000278524	MIR6810	NA
ENSG00000278525	RN7SL607P	NA
ENSG00000278526	ENST00000617884	
ENSG00000278527	ENST00000516331	
ENSG00000278528	ENST00000619561	
ENSG00000278529	MIR8070	NA
ENSG00000278530	CHMP1B2P	NA
ENSG00000278531	ENST00000619383	
ENSG00000278532	ENST00000619582	
ENSG00000278535	DHRS11	79154
ENSG00000278537	IGKV2OR2-8	NA
ENSG00000278540	ACACA	31
ENSG00000278541	ENST00000616705	
ENSG00000278543	ENST00000613083	
ENSG00000278546	ENST00000612557	
ENSG00000278549	MIR6736	NA
ENSG00000278551	RNU6-368P	NA
ENSG00000278552	ENST00000614524	
ENSG00000278554	ENST00000616260	
ENSG00000278558	TMEM191B	728229
ENSG00000278561	PTPN20CP	NA
ENSG00000278569	ENST00000622007	
ENSG00000278570	NR2E3	10002
ENSG00000278571	MIR7161	NA
ENSG00000278572	ENST00000622820	
ENSG00000278576	ENST00000617439	
ENSG00000278577	ENST00000621022	
ENSG00000278580	ENST00000620433	
ENSG00000278581	MIR6080	NA
ENSG00000278582	ENST00000615639	
ENSG00000278585	SNX3P1Y	NA
ENSG00000278586	ENST00000621922	
ENSG00000278587	ENST00000622331	
ENSG00000278588	HIST1H2BI	8346
ENSG00000278589	ZACNP1	NA
ENSG00000278590	RN7SL113P	NA
ENSG00000278591	ENST00000618602	
ENSG00000278592	ENST00000620211	
ENSG00000278593	ENST00000611658	
ENSG00000278594	ENST00000619332	
ENSG00000278595	ENST00000617466	
ENSG00000278596	MIR6077	NA
ENSG00000278598	MIR6775	NA
ENSG00000278599	TBC1D3E	102723859
ENSG00000278600	ENST00000618835	
ENSG00000278601	ENST00000619110	
ENSG00000278602	ENST00000616864	
ENSG00000278603	ENST00000617986	
ENSG00000278604	RN7SL429P	NA
ENSG00000278607	ENST00000618730	
ENSG00000278610	ENST00000495684	
ENSG00000278611	ZNF426-DT	NA
ENSG00000278615	C11orf98	102288414
ENSG00000278616	BEND3P3	NA
ENSG00000278617	MIR8074	NA
ENSG00000278618	MIR8069-2	NA
ENSG00000278619	MRM1	79922
ENSG00000278621	ENST00000616754	
ENSG00000278626	ENST00000613130	
ENSG00000278627	ENST00000611427	
ENSG00000278630	LINC02335	NA
ENSG00000278631	ENST00000618617	
ENSG00000278635	ENST00000621330	
ENSG00000278636	ENST00000612213	
ENSG00000278637	HIST1H4A	8359
ENSG00000278638	ENST00000619606	
ENSG00000278640	ENST00000612667	
ENSG00000278641	DUX4L15	NA
ENSG00000278642	ENST00000610469	
ENSG00000278643	ENST00000620113	
ENSG00000278646	ENST00000613352	
ENSG00000278647	CDK2AP2P1	NA
ENSG00000278650	ENST00000619266	
ENSG00000278654	ENST00000614709	
ENSG00000278655	ENST00000614827	
ENSG00000278657	ENST00000620649	
ENSG00000278658	MIR6826	NA
ENSG00000278661	TRAJ37	NA
ENSG00000278662	GOLGA6L10	101927601
ENSG00000278662	GOLGA6L10	647042
ENSG00000278664	DUX4L10	NA
ENSG00000278665	ENST00000613051	
ENSG00000278667	ENST00000620749	
ENSG00000278668	ENST00000618199	
ENSG00000278672	MIR8059	NA
ENSG00000278674	ELOA3B	728929
ENSG00000278677	HIST1H2AM	8336
ENSG00000278678	CYCSP41	NA
ENSG00000278681	ENST00000622153	
ENSG00000278683	ENST00000611491	
ENSG00000278684	ENST00000611365	
ENSG00000278685	IQCA1L	392843
ENSG00000278687	ENST00000614376	
ENSG00000278690	ENST00000617747	
ENSG00000278694	ENST00000612670	
ENSG00000278696	RN7SL82P	NA
ENSG00000278698	ENST00000614618	
ENSG00000278700	ENST00000613380	
ENSG00000278701	ENST00000618956	
ENSG00000278702	ENST00000610617	
ENSG00000278703	ENST00000611316	
ENSG00000278705	HIST1H4B	8366
ENSG00000278708	ENST00000616633	
ENSG00000278709	NKILA	NA
ENSG00000278713	ENST00000611923	
ENSG00000278715	SNORD116-20	NA
ENSG00000278716	ENST00000620845	
ENSG00000278719	MCM8-AS1	NA
ENSG00000278720	ENST00000620352	
ENSG00000278722	ENST00000610846	
ENSG00000278724	ENST00000615501	
ENSG00000278725	ENST00000621738	
ENSG00000278727	ENST00000613696	
ENSG00000278730	ENST00000620266	
ENSG00000278732	ENST00000622073	
ENSG00000278733	ENST00000619739	
ENSG00000278734	ENST00000614543	
ENSG00000278735	ENST00000613335	
ENSG00000278736	ENST00000619841	
ENSG00000278737	ENST00000619781	
ENSG00000278739	MIR6859-4	NA
ENSG00000278740	ENST00000612725	
ENSG00000278743	ENST00000622671	
ENSG00000278744	ENST00000617815	
ENSG00000278745	ENST00000612158	
ENSG00000278746	RN7SL660P	NA
ENSG00000278752	ENST00000619185	
ENSG00000278754	ENST00000621695	
ENSG00000278756	MIR6722	NA
ENSG00000278757	ENST00000614007	
ENSG00000278761	DUX4L11	NA
ENSG00000278763	FAM27B	NA
ENSG00000278764	ENST00000622034	
ENSG00000278765	ENST00000614061	
ENSG00000278766	ENST00000618807	
ENSG00000278766	ENST00000619740	
ENSG00000278766	ENST00000628348	
ENSG00000278768	BACE1-AS	NA
ENSG00000278769	ENST00000615831	
ENSG00000278770	ENST00000585071	
ENSG00000278771	RN7SL3	NA
ENSG00000278773	ENST00000611686	
ENSG00000278774	ENST00000613956	
ENSG00000278775	ENST00000619112	
ENSG00000278778	ENST00000612914	
ENSG00000278783	MIR6071	NA
ENSG00000278784	ENST00000619226	
ENSG00000278785	ENST00000611908	
ENSG00000278790	DUX4L12	NA
ENSG00000278791	MIR6723	NA
ENSG00000278794	ENST00000620071	
ENSG00000278797	ENST00000614101	
ENSG00000278799	MIR6823	NA
ENSG00000278802	ENST00000610287	
ENSG00000278803	ENST00000458091	
ENSG00000278807	SPDYE14P	NA
ENSG00000278811	LINC00624	NA
ENSG00000278813	ENST00000617106	
ENSG00000278815	ENST00000365160	
ENSG00000278816	ENST00000620848	
ENSG00000278818	ENST00000612004	
ENSG00000278819	ENST00000613371	
ENSG00000278822	ENST00000619639	
ENSG00000278824	ENST00000614164	
ENSG00000278825	RN7SL640P	NA
ENSG00000278828	HIST1H3H	8357
ENSG00000278829	ENST00000617211	
ENSG00000278830	ENST00000618530	
ENSG00000278831	ENST00000621254	
ENSG00000278834	ENST00000619697	
ENSG00000278837	ENST00000618202	
ENSG00000278838	ENST00000612254	
ENSG00000278840	ENST00000621819	
ENSG00000278842	ENST00000617570	
ENSG00000278845	MRPL45	84311
ENSG00000278847	ENST00000611750	
ENSG00000278848	TP53TG3F	102723655
ENSG00000278848	TP53TG3F	102724101
ENSG00000278848	TP53TG3F	102724127
ENSG00000278849	ENST00000610400	
ENSG00000278849	ENST00000621949	
ENSG00000278851	MIR6879	NA
ENSG00000278852	ENST00000618496	
ENSG00000278854	ENST00000621243	
ENSG00000278857	IGKV1D-12	NA
ENSG00000278859	ENST00000623552	
ENSG00000278860	ENST00000624723	
ENSG00000278861	ENST00000623811	
ENSG00000278862	ENST00000624623	
ENSG00000278863	ENST00000623355	
ENSG00000278864	ENST00000624039	
ENSG00000278865	ENST00000623397	
ENSG00000278866	ENST00000623427	
ENSG00000278867	ENST00000625123	
ENSG00000278869	ENST00000623759	
ENSG00000278870	OR51G1	79324
ENSG00000278872	ENST00000625164	
ENSG00000278873	ENST00000623780	
ENSG00000278874	ENST00000624400	
ENSG00000278875	ENST00000625085	
ENSG00000278876	ENST00000623802	
ENSG00000278877	ENST00000623014	
ENSG00000278878	ENST00000623225	
ENSG00000278878	ENST00000624181	
ENSG00000278879	ENST00000624150	
ENSG00000278880	ENST00000624427	
ENSG00000278881	ENST00000623531	
ENSG00000278881	ENST00000639527	
ENSG00000278884	ENST00000625184	
ENSG00000278885	ENST00000624568	
ENSG00000278886	ENST00000623639	
ENSG00000278887	ENST00000624024	
ENSG00000278889	OR2S2	56656
ENSG00000278890	ENST00000624219	
ENSG00000278891	ENST00000623698	
ENSG00000278892	ENST00000624450	
ENSG00000278893	ENST00000624875	
ENSG00000278894	ENST00000623002	
ENSG00000278895	ENST00000624591	
ENSG00000278896	ENST00000623851	
ENSG00000278897	ENST00000624361	
ENSG00000278898	ENST00000623046	
ENSG00000278899	ENST00000623174	
ENSG00000278900	ENST00000624218	
ENSG00000278901	ENST00000625195	
ENSG00000278902	ENST00000623454	
ENSG00000278903	ENST00000623738	
ENSG00000278903	ENST00000623989	
ENSG00000278903	ENST00000624165	
ENSG00000278903	ENST00000624576	
ENSG00000278903	ENST00000624847	
ENSG00000278905	ENST00000623223	
ENSG00000278907	ENST00000623320	
ENSG00000278908	ENST00000623248	
ENSG00000278909	ENST00000623140	
ENSG00000278910	BANCR	NA
ENSG00000278911	ENST00000624305	
ENSG00000278912	ENST00000624143	
ENSG00000278913	ENST00000624837	
ENSG00000278914	ENST00000623465	
ENSG00000278915	ENST00000624566	
ENSG00000278916	CEP83-DT	NA
ENSG00000278917	ENST00000623722	
ENSG00000278918	ENST00000623156	
ENSG00000278920	ENST00000623789	
ENSG00000278921	EPB41L4A-DT	NA
ENSG00000278922	ENST00000624451	
ENSG00000278923	ENST00000623604	
ENSG00000278924	ENST00000623218	
ENSG00000278925	ENST00000623837	
ENSG00000278926	ENST00000624876	
ENSG00000278927	ENST00000623896	
ENSG00000278928	ENST00000624017	
ENSG00000278929	ENST00000624107	
ENSG00000278931	ENST00000624291	
ENSG00000278932	ENST00000622961	
ENSG00000278932	ENST00000622995	
ENSG00000278932	ENST00000623409	
ENSG00000278932	ENST00000624052	
ENSG00000278932	ENST00000624162	
ENSG00000278932	ENST00000625153	
ENSG00000278933	ENST00000624990	
ENSG00000278934	ENST00000625169	
ENSG00000278935	ENST00000623212	
ENSG00000278936	ENST00000624089	
ENSG00000278936	ENST00000624549	
ENSG00000278937	ENST00000624622	
ENSG00000278941	SMG6-IT1	NA
ENSG00000278942	ENST00000623168	
ENSG00000278943	ENST00000624774	
ENSG00000278944	ENST00000609065	
ENSG00000278945	ENST00000623694	
ENSG00000278946	ENST00000625071	
ENSG00000278948	ENST00000624344	
ENSG00000278949	ENST00000623177	
ENSG00000278950	ENST00000623981	
ENSG00000278952	ENST00000623192	
ENSG00000278953	ENST00000624100	
ENSG00000278954	ENST00000622936	
ENSG00000278955	ENST00000624937	
ENSG00000278957	ENST00000623734	
